412 13
0	28552	0	0	0	0.000	115	1.99000000000000000000e+02	5.18000000000000000000e+02	2.03003417700529098511e-02	1.79406154155731201172e+00	5.2	0.8691641092300415
1	28552	0	0	0	0.000	115	2.07000000000000000000e+02	5.34000000000000000000e+02	2.07236725836992263794e-02	1.87026095390319824219e+00	5.2	1.0723625421524048
2	28552	0	0	0	0.000	115	2.06000000000000000000e+02	5.32000000000000000000e+02	2.06724386662244796753e-02	1.86103892326354980469e+00	5.2250000000000005	1.0477705001831055
3	28552	0	0	0	0.000	115	1.84000000000000000000e+02	4.86000000000000000000e+02	1.94296762347221374512e-02	1.63734173774719238281e+00	5.25	0.451244592666626
4	80026	1	1	0	0.663	115	1.96000000000000000000e+02	5.11000000000000000000e+02	2.01005134731531143188e-02	1.75809228420257568359e+00	3.9000000000000004	0.773246169090271
5	80026	1	1	10	0.617	115	1.80000000000000000000e+02	4.79000000000000000000e+02	1.92430987954139709473e-02	1.60375785827636718750e+00	3.875	0.3616875112056732
6	80026	1	1	10	0.111	115	1.93000000000000000000e+02	5.05000000000000000000e+02	1.99361555278301239014e-02	1.72850811481475830078e+00	3.875	0.6943549513816833
7	80026	1	1	14	0.093	115	1.79000000000000000000e+02	4.76000000000000000000e+02	1.91737599670886993408e-02	1.59127688407897949219e+00	3.85	0.32840514183044434
8	80698	1	1	37	0.107	115	1.82000000000000000000e+02	4.83000000000000000000e+02	1.93570759147405624390e-02	1.62427365779876708984e+00	3.85	0.41639629006385803
9	80698	1	1	39	0.526	115	1.80000000000000000000e+02	4.77000000000000000000e+02	1.92023217678070068359e-02	1.59641802310943603516e+00	4.05	0.3421148657798767
10	80698	1	1	47	0.361	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04754676669836044312e-02	1.82558417320251464844e+00	3.5	0.9532244801521301
11	80698	1	1	47	0.329	115	1.85000000000000000000e+02	4.89000000000000000000e+02	1.95144210010766983032e-02	1.65259575843811035156e+00	3.5250000000000004	0.4919220209121704
12	188866	2	0	0	0.000	115	1.99000000000000000000e+02	5.17000000000000000000e+02	2.02599316835403442383e-02	1.78678774833679199219e+00	1.3250000000000002	0.84976726770401
13	188866	2	0	0	0.000	115	1.96000000000000000000e+02	5.12000000000000000000e+02	2.01293956488370895386e-02	1.76329135894775390625e+00	1.3250000000000002	0.7871103286743164
14	188866	2	0	0	0.000	115	1.94000000000000000000e+02	5.07000000000000000000e+02	2.00114455074071884155e-02	1.74206006526947021484e+00	1.35	0.730493426322937
15	188866	2	0	0	0.000	115	1.94000000000000000000e+02	5.07000000000000000000e+02	2.00028531253337860107e-02	1.74051344394683837891e+00	1.375	0.726369321346283
16	188866	2	1	42	0.058	115	1.83000000000000000000e+02	4.84000000000000000000e+02	1.93780846893787384033e-02	1.62805521488189697266e+00	1.3	0.4264807105064392
17	188866	2	1	42	0.228	115	2.11000000000000000000e+02	5.41000000000000000000e+02	2.09291968494653701782e-02	1.90725541114807128906e+00	1.2750000000000001	1.171014428138733
18	188866	2	1	43	0.503	115	2.04000000000000000000e+02	5.28000000000000000000e+02	2.05707978457212448120e-02	1.84274363517761230469e+00	1.075	0.9989830851554871
19	188866	2	1	46	0.145	115	1.97000000000000000000e+02	5.12000000000000000000e+02	2.01424211263656616211e-02	1.76563572883605957031e+00	1.1	0.7933617830276489
20	188866	2	1	9	0.434	115	1.90000000000000000000e+02	5.00000000000000000000e+02	1.97985265403985977173e-02	1.70373487472534179688e+00	0.925	0.6282929182052612
21	189028	2	1	21	0.076	115	1.89000000000000000000e+02	4.98000000000000000000e+02	1.97439156472682952881e-02	1.69390475749969482422e+00	0.325	0.602079451084137
22	189028	2	1	22	0.877	115	1.86000000000000000000e+02	4.90000000000000000000e+02	1.95492990314960479736e-02	1.65887367725372314453e+00	0.325	0.5086631178855896
23	189028	2	1	23	0.088	115	1.91000000000000000000e+02	5.00000000000000000000e+02	1.98125652968883514404e-02	1.70626163482666015625e+00	0.35000000000000003	0.6350310444831848
24	189028	2	1	26	0.026	115	1.97000000000000000000e+02	5.13000000000000000000e+02	2.01653260737657546997e-02	1.76975882053375244141e+00	0.375	0.8043568134307861
25	189028	2	1	26	0.042	115	1.91000000000000000000e+02	5.01000000000000000000e+02	1.98309794068336486816e-02	1.70957648754119873047e+00	0.4	0.6438705325126648
26	189028	2	1	26	0.378	115	2.04000000000000000000e+02	5.28000000000000000000e+02	2.05725040286779403687e-02	1.84305071830749511719e+00	0.775	0.9998018741607666
