0	L23_PC
1	L23_SBC
2	L23_BTC
3	L23_LBC
4	L23_NGC
5	L23_MC
6	L23_NBC
7	L4_MC
8	L4_SS
9	L4_PC
10	L5_TTPC1
11	L6_BPC
12	L6_MC
13	L4_SP
14	L5_STPC
15	L5_TTPC2
